PMID,Title,URL,Authors,Date,Year,Journal,Abstract
28495485,Mosquito Biting Modulates SkinResponseto VirusInfection.,https://pubmed.ncbi.nlm.nih.gov/28495485/,"Pingen M, Schmid MA, Harris E, McKimmie CS.",9/05/2017,2017,Trends Parasitol,"""Mosquito-borne infections are increasing in number and are spreading to new regions at an unprecedented rate. In particular, mosquito-transmitted viruses, such as those that cause Zika, dengue, West Nile encephalitis, and chikungunya, have become endemic or have caused dramatic epidemics in many parts of the world. Aedes and Culex mosquitoes are the main culprits, spreading infection when they bite. Importantly, mosquitoes do not act as simple conduits that passively transfer virus from one individual to another. Instead, host responses to mosquito-derived factors have an important influence on infection and disease, aiding replication and dissemination within the host. Here, we discuss the latest research developments regarding this fascinating interplay between mosquito, virus, and the mammalian host."""
34537050,Pediatric hemophagocytic lymphohistiocytosis: A rarely diagnosed entity in a developing country.,https://pubmed.ncbi.nlm.nih.gov/34537050/,"Cleves D, Lotero V, Medina D, Perez PM, Patiño JA, Torres-Canchala L, Olaya M.",18/09/2021,2021,BMC Pediatr,"""Background:Hemophagocytic lymphohistiocytosis (HLH) is an exaggerated inflammatory reaction secondary to a host's inadequate immune response causing a self-perpetuating loop of altered regulation. Signs and symptoms of HLH are compatible with other common diseases and are nonspecific. Underdiagnosis makes it difficult to estimate the real incidence of HLH, especially in developing countries.Methods:Retrospective, descriptive study of pediatric patients admitted to a high-complexity institution in Cali, Colombia between 2012 and 2019 with HLH diagnosis. Medical history review to complete an electronic database and a secondary, descriptive analysis was carried out. The study was approved by the Institutional Ethics Committee.Results:Twenty-one patients were included. 52.4 % of the population was male with a median age of 9.3 years [IQR (3.0-13.7 years)]. More than half of patients (66.6 %) had viral disease at diagnosis, the most frequent being Epstein-Barr Virus (EBV) (52.3 %) and dengue (14.3 %). Three patients had confirmed gene mutations (G6PC3, XIAP, and UNC13D). 95 % of the patients were treated with the HLH 2004 protocol, half of them received incomplete protocol with intravenous immunoglobulin (IVIG) and/or systemic steroids, while the other half received the complete protocol including etoposide and cyclosporine. More than three-fourths (76.2 %) required admission to an ICU with a median stay of 14 days [IQR (11-37 days)] and a median hospital stay of 30 days [IQR (18-93 days)]. 14.3 % (n = 3) of patients died.Conclusions:HLH is a complex disease that requires multidisciplinary management with secondary HLH due to EBV infection being a common cause. There is increasing awareness of HLH diagnosis in developing countries such as Colombia which can offer earlier treatment options and better outcomes."""
28588308,A Four-Biomarker Blood Signature Discriminates Systemic Inflammation Due to ViralInfectionVersus Other Etiologies.,https://pubmed.ncbi.nlm.nih.gov/28588308/,"Sampson DL, Fox BA, Yager TD, Bhide S, Cermelli S, McHugh LC, Seldon TA, Brandon RA, Sullivan E, Zimmerman JJ, Noursadeghi M, Brandon RB.",6/06/2017,2017,Sci Rep,"""The innate immune system of humans and other mammals responds to pathogen-associated molecular patterns (PAMPs) that are conserved across broad classes of infectious agents such as bacteria and viruses. We hypothesized that a blood-based transcriptional signature could be discovered indicating a host systemic response to viral infection. Previous work identified host transcriptional signatures to individual viruses including influenza, respiratory syncytial virus and dengue, but the generality of these signatures across all viral infection types has not been established. Based on 44 publicly available datasets and two clinical studies of our own design, we discovered and validated a four-gene expression signature in whole blood, indicative of a general host systemic response to many types of viral infection. The signature's genes are: Interferon Stimulated Gene 15 (ISG15), Interleukin 16 (IL16), 2',5'-Oligoadenylate Synthetase Like (OASL), and Adhesion G Protein Coupled Receptor E5 (ADGRE5). In each of 13 validation datasets encompassing human, macaque, chimpanzee, pig, mouse, rat and all seven Baltimore virus classification groups, the signature provides statistically significant (p < 0.05) discrimination between viral and non-viral conditions. The signature may have clinical utility for differentiating host systemic inflammation (SI) due to viral versus bacterial or non-infectious causes."""
31303775,Antiviral and immunomodulatory effects of polyphenols on macrophagesinfectedwithdenguevirus serotypes 2 and 3 enhanced or not with antibodies.,https://pubmed.ncbi.nlm.nih.gov/31303775/,"Jasso-Miranda C, Herrera-Camacho I, Flores-Mendoza LK, Dominguez F, Vallejo-Ruiz V, Sanchez-Burgos GG, Pando-Robles V, Santos-Lopez G, Reyes-Leyva J.",1/07/2019,2019,Infect Drug Resist,"""Background:There is a lack of specific antiviral therapy against dengue virus (DENV) in current use. Therefore, a great proportion of dengue cases progress to severe clinical forms due to a complex interplay between virus and host immune response. It has been hypothesized that heterotypic non-neutralizing antibodies enhance DENV infection in phagocytic cells, and this induces an inflammatory response that is involved in the pathogenesis of severe dengue.Purpose:To identify the antiviral and immunomodulatory effects of polyphenols on dengue virus infection.Methods:Human U937-DC-SIGN macrophages were infected with DENV serotypes 2 or 3 in the presence or not of enhancing antibody 4G2. Viral titers and the secretion of tumor necrosis factor-alpha, IL-6, IL-10 and interferon-alpha were analyzed timely.Results:DENV infection alone induced high production of IL-6 and TNF-α, but in the presence of 4G2 antibody, viral titers and TNF-α secretion were potentiated. Based on anti-inflammatory antecedents, the polyphenols curcumin, fisetin, resveratrol, apigenin, quercetin and rutin were tested for antiviral and immunomodulatory properties. Only quercetin and fisetin inhibited DENV-2 and DENV-3 infection in the absence or presence of enhancing antibody (>90%,p<0.001); they also inhibited TNF-α and IL-6 secretion (p<0.001).Conclusion:Quercetin and fisetin down-regulate the production of proinflammatory cytokines induced by DENV infection enhanced by antibodies a mechanism involved in severe dengue."""
34194439,Mast Cells Modulate Antigen-Specific CD8+T Cell Activation During LCMVInfection.,https://pubmed.ncbi.nlm.nih.gov/34194439/,"Hackler Y, Siebenhaar F, Löhning M, Maurer M, Muñoz M.",14/06/2021,2021,Front Immunol,"""Mast cells (MCs), strategically localized at mucosal surfaces, provide first-line defense against pathogens and shape innate and adaptive immune responses. Recent studies have shown that MCs are involved in pathogenic responses to several viruses including herpes simplex viruses, dengue virus, vaccinia virus and influenza virus. However, the underlying mechanisms of MCs in the activation of CD8+T cells during viral infections are not fully understood. Therefore, we investigate the role of MCs in the development of virus-specific CD8+T cell responses using the well-characterized murine lymphocytic choriomeningitis virus (LCMV) model and the transgenic MasTRECK mice that contain the human diphtheria toxin receptor as an inducible MC-deficient model. Here, we report that MCs are essential for the activation and expansion of virus-specific CD8+T cells. After MC depletion and subsequent intradermal LCMV infection, the CD8+T cell effector phenotype and antiviral cytokine production were impaired at the peak of infection (day 8 p.i.). Importantly, MC-deficient mice were unable to control the infection and exhibited significantly higher viral loads in the spleen and in the ear draining lymph nodes compared to that of wild type control mice. In the absence of MCs, dendritic cell (DC) activation was impaired upon LCMV infection. In addition, type-I interferon (IFN) levels in the serum and in the spleen of MC-deficient mice were reduced during the first days of infection. Interestingly, depletion of MCs after intradermal LCMV infection did not impair virus-specific CD8+T cell expansion, activation or antiviral cytokine production. In summary, our results indicate that MCs play a pivotal role in the activation and antiviral functions of CD8+T cells through proper DC activation. A better understanding of the impact of MCs on CD8+T cell responses is mandatory to improve antiviral immune responses."""
34009516,Transcriptome Analyses Implicate Endogenous Retroviruses Involved in theHostAntiviralImmuneSystem through the Interferon Pathway.,https://pubmed.ncbi.nlm.nih.gov/34009516/,"Wang M, Wang L, Liu H, Chen J, Liu D.",19/05/2021,2021,Virol Sin,"""Human endogenous retroviruses (HERVs) are the remains of ancient retroviruses that invaded our ancestors' germline cell and were integrated into the genome. The expression of HERVs has always been a cause for concern because of its association with various cancers and diseases. However, few previous studies have focused on specific activation of HERVs by viral infections. Our previous study has shown that dengue virus type 2 (DENV-2) infection induces the transcription of a large number of abnormal HERVs loci; therefore, the purpose of this study was to explore the relationship between exogenous viral infection and HERV activation further. In this study, we retrieved and reanalyzed published data on 21 transcriptomes of human cells infected with various viruses. We found that infection with different viruses could induce transcriptional activation of HERV loci. Through the comparative analysis of all viral datasets, we identified 43 key HERV loci that were up-regulated by DENV-2, influenza A virus, influenza B virus, Zika virus, measles virus, and West Nile virus infections. Furthermore, the neighboring genes of these HERVs were simultaneously up-regulated, and almost all such neighboring genes were interferon-stimulated genes (ISGs), which are enriched in the host's antiviral immune response pathways. Our data supported the hypothesis that activation of HERVs, probably via an interferon-mediated mechanism, plays an important role in innate immunity against viral infections."""
28012878,Viral posterior uveitis.,https://pubmed.ncbi.nlm.nih.gov/28012878/,"Lee JH, Agarwal A, Mahendradas P, Lee CS, Gupta V, Pavesio CE, Agrawal R.",22/12/2017,2017,Surv Ophthalmol,"""The causes of posterior uveitis can be divided into infectious, autoimmune, or masquerade syndromes. Viral infections, a significant cause of sight-threatening ocular diseases in the posterior segment, include human herpesviruses, measles, rubella, and arboviruses such as dengue, West Nile, and chikungunya virus. Viral posterior uveitis may occur as an isolated ocular disease in congenital or acquired infections or as part of a systemic viral illness. Many viruses remain latent in the infected host with a risk of reactivation that depends on various factors, including virulence and host immunity, age, and comorbidities. Although some viral illnesses are self-limiting and have a good visual prognosis, others, such as cytomegalovirus retinitis or acute retinal necrosis, may result in serious complications and profound vision loss. Since some of these infections may respond well to antiviral therapy, it is important to work up all cases of posterior uveitis to rule out an infectious etiology. We review the clinical features, diagnostic tools, treatment regimens, and long-term outcomes for each of these viral posterior uveitides."""
25043586,Role of skinimmunecells on thehostsusceptibility to mosquito-borne viruses.,https://pubmed.ncbi.nlm.nih.gov/25043586/,"Briant L, Desprès P, Choumet V, Missé D.",18/07/2014,2014,Virology,"""Due to climate change and the propagation of competent arthropods worldwide, arboviruses have become pathogens of major medical importance. Early transmission to vertebrates is initiated by skin puncture and deposition of virus together with arthropod saliva in the epidermis and dermis. Saliva components have the capacity to modulate skin cell responses by enhancing and/or counteracting initial replication and establishment of systemic viral infection. Here, we review the nature of the cells targeted by arboviruses at the skin level and discuss the type of cellular responses elicited by these pathogens in light of the immunomodulatory properties of arthropod vector-derived salivary factors injected at the inoculation site. Understanding cutaneous arbovirus-host interactions may provide new clues for the design of future therapeutics."""
37979773,DengueVirusInfectsHuman Skin Langerhans Cells through Langerin for Dissemination to Dendritic Cells.,https://pubmed.ncbi.nlm.nih.gov/37979773/,"Helgers LC, Keijzer NCH, van Hamme JL, Sprokholt JK, Geijtenbeek TBH.",17/11/2023,2023,J Invest Dermatol,"""Dengue virus (DENV) is the most disease-causative flavivirus worldwide. DENV as a mosquito-borne virus infects human hosts through the skin; however, the initial target cells in the skin remain unclear. In this study, we have investigated whether epidermal Langerhans cells (LCs) play a role in DENV acquisition and dissemination. We have used a human epidermal ex vivo infection model as well as isolated LCs to investigate infection by DENV. Notably, both immature and mature LCs were permissive to DENV infection in vitro and ex vivo, and infection was dependent on C-type lectin receptor langerin because blocking antibodies against langerin significantly reduced DENV infection in vitro and ex vivo. DENV-infected LCs efficiently transmitted DENV to target cells such as dendritic cells. Moreover, DENV exposure increased the migration of LCs from epidermal explants. These results strongly suggest that DENV targets epidermal LCs for infection and dissemination in the human host. These findings could provide potential drug targets to combat the early stage of DENV infection."""
18842737,Enhancement by tumor necrosis factor alpha ofdenguevirus-induced endothelial cell production of reactive nitrogen and oxygen species is key to hemorrhage development.,https://pubmed.ncbi.nlm.nih.gov/18842737/,"Yen YT, Chen HC, Lin YD, Shieh CC, Wu-Hsieh BA.",8/10/2008,2008,J Virol,"""Hemorrhage is a severe manifestation of dengue disease. Virus strain and host immune response have been implicated as the risk factors for hemorrhage development. To delineate the complex interplay between the virus and the host, we established a dengue hemorrhage model in immune-competent mice. Mice inoculated intradermally with dengue virus develop hemorrhage within 3 days. In the present study, we showed by the presence of NS1 antigen and viral nuclei acid that dengue virus actively infects the endothelium at 12 h and 24 h after inoculation. Temporal studies showed that beginning at day 2, there was macrophage infiltration into the vicinity of the endothelium, increased tumor necrosis factor alpha (TNF-alpha) production, and endothelial cell apoptosis in the tissues. In the meantime, endothelial cells in the hemorrhage tissues expressed inducible nitric oxide synthase (iNOS) and nitrotyrosine. In vitro studies showed that primary mouse and human endothelial cells were productively infected by dengue virus. Infection by dengue virus induced endothelial cell production of reactive nitrogen and oxygen species and apoptotic cell death, which was greatly enhanced by TNF-alpha. N(G)-nitro-L-arginine methyl ester and N-acetyl cysteine reversed the effects of dengue virus and TNF-alpha on endothelial cells. Importantly, hemorrhage development and the severity of hemorrhage were greatly reduced in mice lacking iNOS or p47(phox) or treatment with oxidase inhibitor, pointing to the critical roles of reactive nitrogen and oxygen species in dengue hemorrhage."""
29915078,Species-specific disruption of STING-dependent antiviral cellular defenses by the Zika virus NS2B3 protease.,https://pubmed.ncbi.nlm.nih.gov/29915078/,"Ding Q, Gaska JM, Douam F, Wei L, Kim D, Balev M, Heller B, Ploss A.",3/07/2018,2018,Proc Natl Acad Sci U S A,"""The limited host tropism of numerous viruses causing disease in humans remains incompletely understood. One example is Zika virus (ZIKV), an RNA virus that has reemerged in recent years. Here, we demonstrate that ZIKV efficiently infects fibroblasts from humans, great apes, New and Old World monkeys, but not rodents. ZIKV infection in human-but not murine-cells impairs responses to agonists of the cGMP-AMP synthase/stimulator of IFN genes (cGAS/STING) signaling pathway, suggesting that viral mechanisms to evade antiviral defenses are less effective in rodent cells. Indeed, human, but not mouse, STING is subject to cleavage by proteases encoded by ZIKV, dengue virus, West Nile virus, and Japanese encephalitis virus, but not that of yellow fever virus. The protease cleavage site, located between positions 78/79 of human STING, is only partially conserved in nonhuman primates and rodents, rendering these orthologs resistant to degradation. Genetic disruption of STING increases the susceptibility of mouse-but not human-cells to ZIKV. Accordingly, expression of only mouse, not human, STING in murine STING knockout cells rescues the ZIKV suppression phenotype. STING-deficient mice, however, did not exhibit increased susceptibility, suggesting that other redundant antiviral pathways control ZIKV infection in vivo. Collectively, our data demonstrate that numerous RNA viruses evade cGAS/STING-dependent signaling and affirm the importance of this pathway in shaping the host range of ZIKV. Furthermore, our results explain-at least in part-the decreased permissivity of rodent cells to ZIKV, which could aid in the development of mice model with inheritable susceptibility to ZIKV and other flaviviruses."""
29443540,Targeted Elimination of Peroxisomes During ViralInfection: Lessons from HIV and Other Viruses.,https://pubmed.ncbi.nlm.nih.gov/29443540/,"Wong CP, Xu Z, Power C, Hobman TC.",14/02/2018,2018,DNA Cell Biol,"""Peroxisomes are membrane-bound organelles that are best known for their roles in lipid metabolism. Mounting evidence indicates that they are also important nodes for antiviral signaling. While research over the past few decades has revealed effective viral strategies to block antiviral signalling pathways from the plasma membrane, mitochondria and/or the nucleus, until recently, very little was known about how viruses interfere with peroxisome-based antiviral signaling. In this essay, we review how viruses use a variety of strategies to interfere with peroxisome biogenesis, a phenomenon that has implications for evasion of the host immune system as well as pathogenesis."""
36187964,Isobaric tags for relative and absolute quantification-based proteomic analysis ofhost-pathogen protein interactions in the midgut ofAedes albopictusduringdenguevirusinfection.,https://pubmed.ncbi.nlm.nih.gov/36187964/,"Wang J, Fan P, Wei Y, Wang J, Zou W, Zhou G, Zhong D, Zheng X.",14/09/2022,2022,Front Microbiol,"""Aedes albopictus (Ae. albopictus), an important vector of dengue virus (DENV), is distributed worldwide. Identifying host proteins involved in flavivirus replication inAe. albopictusand determining their natural antiviral mechanisms are critical to control virus transmission. Revealing the key proteins related to virus replication and exploring the host-pathogen interaction are of great significance in finding new pathways of the natural immune response inAe. albopictus. Isobaric tags for relative and absolute quantification (iTRAQ) was used to perform a comparative proteomic analysis between the midgut ofAe. albopictusinfected with DENV and the control. 3,419 proteins were detected, of which 162 were ≥ 1.2-fold differentially upregulated or ≤ 0.8-fold differentially downregulated (p< 0.05) during DENV infections. Differentially expressed proteins (DEPs) were mainly enriched in ubiquitin ligase complex, structural constituent of cuticle, carbohydrate metabolism, and lipid metabolism pathways. We found that one of the DEPs, a putative pupal cuticle (PC) protein could inhibit the replication of DENV and interact with the DENV-E protein. In addition, the result of immunofluorescence (IF) test showed that there was co-localization between ubiquitin carboxyl-terminal hydrolase (UCH) protein and the DENV-E protein, and virus infection reduced the level of this protein. iTRAQ-based proteomic analysis of theAe. albopictusmidgut identified dengue infection-induced upregulated and downregulated proteins. The interaction between the PC and UCH proteins in the midgut ofAe. albopictusmight exert a natural antiviral mechanism in mosquito."""
25981524,Different serotypes ofdengueviruses differently regulate the expression of thehostcell antigen processing machinery.,https://pubmed.ncbi.nlm.nih.gov/25981524/,"Gan CS, Yusof R, Othman S.",14/05/2015,2015,Acta Trop,"""Dengue virus (DV) infection demonstrates an intriguing virus-induced intracellular membrane alteration that results in the augmentation of major histocompatibility complex (MHC) class I-restricted antigen presentation. As oppose to its biological function in attracting CD8(+) T-cells, this phenomenon appears to facilitate the immune evasion. However, the molecular events that attribute to the dysregulation of the antigen presenting mechanism (APM) by DV remain obscure. In this study, we aimed to characterize the host cell APM upon infection with all serotypes of whole DV. Cellular RNA were isolated from infected cells and the gene expressions of LMP2, LMP7, TAP1, TAP2, TAPBP, CALR, CANX, PDIA3, HLA-A and HLA-B were analyzed via quantitative PCR. The profiles of the gene expression were further validated. We showed that all four DV serotypes modulate host APM at the proteasomal level with DV2 showing the most prominent expression profile."""
33114346,"Hijacking of Lipid Droplets by Hepatitis C,Dengueand Zika Viruses-From Viral Protein Moonlighting to Extracellular Release.",https://pubmed.ncbi.nlm.nih.gov/33114346/,"Cloherty APM, Olmstead AD, Ribeiro CMS, Jean F.",24/10/2020,2020,Int J Mol Sci,"""Hijacking and manipulation of host cell biosynthetic pathways by human enveloped viruses are essential for the viral lifecycle.Flaviviridaemembers, including hepatitis C, dengue and Zika viruses, extensively manipulate host lipid metabolism, underlining the importance of lipid droplets (LDs) in viral infection. LDs are dynamic cytoplasmic organelles that can act as sequestration platforms for a unique subset of host and viral proteins. Transient recruitment and mobilization of proteins to LDs during viral infection impacts host-cell biological properties, LD functionality and canonical protein functions. Notably, recent studies identified LDs in the nucleus and also identified that LDs are transported extracellularly via an autophagy-mediated mechanism, indicating a novel role for autophagy inFlaviviridaeinfections. These developments underline an unsuspected diversity and localization of LDs and potential moonlighting functions of LD-associated proteins during infection. This review summarizes recent breakthroughs concerning the LD hijacking activities of hepatitis C, dengue and Zika viruses and potential roles of cytoplasmic, nuclear and extracellular LD-associated viral proteins during infection."""
28646957,Whither vaccines?,https://pubmed.ncbi.nlm.nih.gov/28646957/,"Rodrigues CMC, Pinto MV, Sadarangani M, Plotkin SA.",,2017,J Infect,"""Currently used vaccines have had major effects on eliminating common infections, largely by duplicating the immune responses induced by natural infections. Now vaccinology faces more complex problems, such as waning antibody, immunosenescence, evasion of immunity by the pathogen, deviation of immunity by the microbiome, induction of inhibitory responses, and complexity of the antigens required for protection. Fortunately, vaccine development is now incorporating knowledge from immunology, structural biology, systems biology and synthetic chemistry to meet these challenges. In addition, international organisations are developing new funding and licensing pathways for vaccines aimed at pathogens with epidemic potential that emerge from tropical areas."""
26018150,Sequence-Specific Modifications Enhance the Broad-Spectrum AntiviralResponseActivated by RIG-I Agonists.,https://pubmed.ncbi.nlm.nih.gov/26018150/,"Chiang C, Beljanski V, Yin K, Olagnier D, Ben Yebdri F, Steel C, Goulet ML, DeFilippis VR, Streblow DN, Haddad EK, Trautmann L, Ross T, Lin R, Hiscott J.",27/05/2015,2015,J Virol,"""The cytosolic RIG-I (retinoic acid-inducible gene I) receptor plays a pivotal role in the initiation of the immune response against RNA virus infection by recognizing short 5'-triphosphate (5'ppp)-containing viral RNA and activating the host antiviral innate response. In the present study, we generated novel 5'ppp RIG-I agonists of varieous lengths, structures, and sequences and evaluated the generation of the antiviral and inflammatory responses in human epithelial A549 cells, human innate immune primary cells, and murine models of influenza and chikungunya viral pathogenesis. A 99-nucleotide, uridine-rich hairpin 5'pppRNA termed M8 stimulated an extensive and robust interferon response compared to other modified 5'pppRNA structures, RIG-I aptamers, or poly(I·C). Interestingly, manipulation of the primary RNA sequence alone was sufficient to modulate antiviral activity and inflammatory response, in a manner dependent exclusively on RIG-I and independent of MDA5 and TLR3. Both prophylactic and therapeutic administration of M8 effectively inhibited influenza virus and dengue virus replication in vitro. Furthermore, multiple strains of influenza virus that were resistant to oseltamivir, an FDA-approved therapeutic treatment for influenza, were highly sensitive to inhibition by M8. Finally, prophylactic M8 treatment in vivo prolonged survival and reduced lung viral titers of mice challenged with influenza virus, as well as reducing chikungunya virus-associated foot swelling and viral load. Altogether, these results demonstrate that 5'pppRNA can be rationally designed to achieve a maximal RIG-I-mediated protective antiviral response against human-pathogenic RNA viruses.Importance:The development of novel therapeutics to treat human-pathogenic RNA viral infections is an important goal to reduce spread of infection and to improve human health and safety. This study investigated the design of an RNA agonist with enhanced antiviral and inflammatory properties against influenza, dengue, and chikungunya viruses. A novel, sequence-dependent, uridine-rich RIG-I agonist generated a protective antiviral response in vitro and in vivo and was effective at concentrations 100-fold lower than prototype sequences or other RNA agonists, highlighting the robust activity and potential clinical use of the 5'pppRNA against RNA virus infection. Altogether, the results identify a novel, sequence-specific RIG-I agonist as an attractive therapeutic candidate for the treatment of a broad range of RNA viruses, a pressing issue in which a need for new and more effective options persists."""
33776990,Cytokines and Soluble HLA-G Levels in the Acute and Recovery Phases of Arbovirus-InfectedBrazilian Patients Exhibiting Neurological Complications.,https://pubmed.ncbi.nlm.nih.gov/33776990/,"Almeida RS, Ferreira MLB, Sonon P, Cordeiro MT, Sadissou I, Diniz GTN, Militão-Albuquerque MFP, Franca RFO, Donadi EA, Lucena-Silva N.",12/03/2021,2021,Front Immunol,"""Severe neurological complications following arbovirus infections have been a major concern in seasonal outbreaks, as reported in the Northeast region of Brazil, where the same mosquito transmitted Zika (ZIKV), Dengue (DENV), and Chikungunya (CHIKV) viruses. In this study, we evaluated the levels of 36 soluble markers, including cytokines, chemokines, growth factors, and soluble HLA-G (Luminex and ELISA) in: i) serum and cerebrospinal fluid (CSF), during the acute phase and two years after the infection (recovery phase, only serum), ii) the relationship among all soluble molecules in serum and CSF, and iii) serum of infected patients without neurological complications, during the acute infection. Ten markers (sHLA-G, IL-10, IL-22, IL-8, MIP-1α, MIP-1β, MCP-1, HGF, VEGF, and IL-1RA) exhibited differential levels between the acute and recovery phases, with pronounced increases in MIP-1α (P<0.0001), MCP-1 (P<0.0001), HGF (P= 0.0001), and VEGF (P<0.0001) in the acute phase. Fourteen molecules (IL-1β, IL-2, IL-3, IL-4, IL-5, IL-6, IL-7, IL-9, IL-13, IL-15, IL-17A, IFN-α, TNF, and G-CSF) exhibited distinct levels between arbovirus patients presenting or not neurological complications. IL-8, EGF, IL-6, and MCP-1 levels were increased in CSF, while RANTES and Eotaxin levels were higher in serum. Soluble serum (IL-22, RANTES, Eotaxin) and CSF (IL-8, EGF, IL-3) mediators may discriminate putative risks for neurological complications following arbovirus infections. Neurological complications were associated with the presence of a predominant inflammatory profile, whereas in non-complicated patients an anti-inflammatory profile may predominate. Mediators associated with neuroregeneration (EGF and IL-3) may be induced in response to neurological damage. Broad spectrum immune checkpoint molecules (sHLA-G) interact with cytokines, chemokines, and growth factors. The identification of soluble markers may be useful to monitor neurological complications and may aid in the development of novel therapies against neuroinflammation."""
28265266,HELZ2 Is an IFN Effector Mediating Suppression ofDengueVirus.,https://pubmed.ncbi.nlm.nih.gov/28265266/,"Fusco DN, Pratt H, Kandilas S, Cheon SS, Lin W, Cronkite DA, Basavappa M, Jeffrey KL, Anselmo A, Sadreyev R, Yapp C, Shi X, O'Sullivan JF, Gerszten RE, Tomaru T, Yoshino S, Satoh T, Chung RT.",20/02/2017,2017,Front Microbiol,"""Flaviviral infections including dengue virus are an increasing clinical problem worldwide. Dengue infection triggers host production of the type 1 IFN, IFN alpha, one of the strongest and broadest acting antivirals known. However, dengue virus subverts host IFN signaling at early steps of IFN signal transduction. This subversion allows unbridled viral replication which subsequently triggers ongoing production of IFN which, again, is subverted. Identification of downstream IFN antiviral effectors will provide targets which could be activated to restore broad acting antiviral activity, stopping the signal to produce endogenous IFN at toxic levels. To this end, we performed a targeted functional genomic screen for IFN antiviral effector genes (IEGs), identifying 56 IEGs required for antiviral effects of IFN against fully infectious dengue virus. Dengue IEGs were enriched for genes encoding nuclear receptor interacting proteins, including HELZ2, MAP2K4, SLC27A2, HSP90AA1, and HSP90AB1. We focused on HELZ2 (Helicase With Zinc Finger 2), an IFN stimulated gene and IEG which encodes a promiscuous nuclear factor coactivator that exists in two isoforms. The two unique HELZ2 isoforms are both IFN responsive, contain ISRE elements, and gene products increase in the nucleus upon IFN stimulation. Chromatin immunoprecipitation-sequencing revealed that the HELZ2 complex interacts with triglyceride-regulator LMF1. Mass spectrometry revealed that HELZ2 knockdown cells are depleted of triglyceride subsets. We thus sought to determine whether HELZ2 interacts with a nuclear receptor known to regulate immune response and lipid metabolism, AHR, and identified HELZ2:AHR interactions via co-immunoprecipitation, found that AHR is a dengue IEG, and that an AHR ligand, FICZ, exhibits anti-dengue activity. Primary bone marrow derived macrophages from HELZ2 knockout mice, compared to wild type controls, exhibit enhanced dengue infectivity. Overall, these findings reveal that IFN antiviral response is mediated by HELZ2 transcriptional upregulation, enrichment of HELZ2 protein levels in the nucleus, and activation of a transcriptional program that appears to modulate intracellular lipid state. IEGs identified in this study may serve as both (1) potential targets for host directed antiviral design, downstream of the common flaviviral subversion point, as well as (2) possible biomarkers, whose variation, natural, or iatrogenic, could affect host response to viral infections."""
17942531,Distinct RIG-I and MDA5 signaling by RNA viruses in innateimmunity.,https://pubmed.ncbi.nlm.nih.gov/17942531/,"Loo YM, Fornek J, Crochet N, Bajwa G, Perwitasari O, Martinez-Sobrido L, Akira S, Gill MA, García-Sastre A, Katze MG, Gale M Jr.",17/10/2008,2008,J Virol,"""Alpha/beta interferon immune defenses are essential for resistance to viruses and can be triggered through the actions of the cytoplasmic helicases retinoic acid-inducible gene I (RIG-I) and melanoma differentiation-associated gene 5 (MDA5). Signaling by each is initiated by the recognition of viral products such as RNA and occurs through downstream interaction with the IPS-1 adaptor protein. We directly compared the innate immune signaling requirements of representative viruses of the Flaviviridae, Orthomyxoviridae, Paramyxoviridae, and Reoviridae for RIG-I, MDA5, and interferon promoter-stimulating factor 1 (IPS-1). In cultured fibroblasts, IPS-1 was essential for innate immune signaling of downstream interferon regulatory factor 3 activation and interferon-stimulated gene expression, but the requirements for RIG-I and MDA5 were variable. Each was individually dispensable for signaling triggered by reovirus and dengue virus, whereas RIG-I was essential for signaling by influenza A virus, influenza B virus, and human respiratory syncytial virus. Functional genomics analyses identified cellular genes triggered during influenza A virus infection whose expression was strictly dependent on RIG-I and which are involved in processes of innate or adaptive immunity, apoptosis, cytokine signaling, and inflammation associated with the host response to contemporary and pandemic strains of influenza virus. These results define IPS-1-dependent signaling as an essential feature of host immunity to RNA virus infection. Our observations further demonstrate differential and redundant roles for RIG-I and MDA5 in pathogen recognition and innate immune signaling that may reflect unique and shared biologic properties of RNA viruses whose differential triggering and control of gene expression may impact pathogenesis and infection."""
